index,tid,loc_name,loc_number,loc_type,address_1,country,city,state,phone,postal_code,group_branch_number,latitude,longitude,update_timestamp,RunDate,InsertUpdateTime,RunID,brand
290,104275,Auburn,E11081,CITY,1040 Center Street,US,Auburn,ME,+1 207-783-7001,4210,1081,44.135519,-70.225752,2022-03-10 00:00:00,2022-05-03 08:50:05,2022-05-03 13:33:45,46292,ENTERPRISE
291,104276,Conway Crest Chevrolet,E110P4,CITY,802 Eastman Rd,US,Center Conway,NH,+1 603-356-2627,3813,10P4,44.022,-71.1112,2022-03-28 00:00:00,2022-05-03 08:50:05,2022-05-03 13:33:47,46292,ENTERPRISE
292,104277,Littleton,E110DG,CITY,1024 Meadow St,US,Littleton,NH,+1 603-444-3471,3561,10DG,44.296535,-71.806064,2022-04-22 00:00:00,2022-05-03 08:50:05,2022-05-03 13:33:49,46292,ENTERPRISE
293,104278,Montpelier,E124HP,CITY,1246 Us Rt 302-Berlin Unit 1,US,Barre,VT,+1 802-479-5400,5641,24HP,44.22617,-72.551579,2022-04-26 00:00:00,2022-05-03 08:50:05,2022-05-03 13:33:50,46292,ENTERPRISE
294,104279,Burlington Williston Rd.,E124HU,CITY,1891 Williston Rd,US,South Burlington,VT,+1 802-863-2111,5403,24HU,44.46143,-73.151041,2022-04-26 00:00:00,2022-05-03 08:50:05,2022-05-03 13:33:50,46292,ENTERPRISE
295,104280,Burlington International Airport,BTVT61,AIRPORT,1200 Airport Dr,US,South Burlington,VT,+1 844-934-1071,5403,24JW,44.46844,-73.156464,2021-11-02 00:00:00,2022-05-03 08:50:05,2022-05-03 13:33:51,46292,ENTERPRISE
296,104281,Burlington Shelburne Rd.,E124HB,CITY,1116 Shelburne Rd,US,South Burlington,VT,+1 802-862-7325,5403,24HB,44.437833,-73.210221,2022-04-26 00:00:00,2022-05-03 08:50:05,2022-05-03 13:33:51,46292,ENTERPRISE
297,104282,Cadillac,E120Z2,CITY,1815 North Mitchell Street,US,Cadillac,MI,+1 231-876-8000,49601,20Z2,44.276756,-85.406695,2021-11-11 00:00:00,2022-05-03 08:50:05,2022-05-03 13:35:00,46292,ENTERPRISE
298,104283,Appleton,E14470,CITY,4500 W College Ave,US,Appleton,WI,+1 920-832-2555,54913,4470,44.262051,-88.467883,2020-11-25 00:00:00,2022-05-03 08:50:05,2022-05-03 13:35:28,46292,ENTERPRISE
299,104284,Appleton International Airport,ATWT61,AIRPORT,W6395 Challenger Dr,US,Appleton,WI,+1 833-599-0933,54914,44V4,44.260186,-88.50715,2022-04-18 00:00:00,2022-05-03 08:50:05,2022-05-03 13:35:28,46292,ENTERPRISE
300,104285,Neenah,E14473,CITY,833 Main St,US,Neenah,WI,+1 920-720-8778,54956,4473,44.189557,-88.48021,2021-09-20 00:00:00,2022-05-03 08:50:05,2022-05-03 13:35:28,46292,ENTERPRISE
301,104286,Oshkosh,E14471,CITY,140 N Koeller St,US,Oshkosh,WI,+1 920-236-6777,54902,4471,44.018966,-88.581149,2020-11-25 00:00:00,2022-05-03 08:50:05,2022-05-03 13:35:30,46292,ENTERPRISE
302,104287,Tomah,E14458,CITY,601 N Superior Ave Ste 7b,US,Tomah,WI,+1 608-374-2012,54660,4458,43.993852,-90.50453,2022-04-29 00:00:00,2022-05-03 08:50:05,2022-05-03 13:36:03,46292,ENTERPRISE
303,104288,Winona,E11972,CITY,1213 Gilmore Ave,US,Winona,MN,+1 507-454-4462,55987,1972,44.048351,-91.669396,2022-02-09 00:00:00,2022-05-03 08:50:05,2022-05-03 13:36:06,46292,ENTERPRISE
304,104289,Rochester,E11971,CITY,838 38th St Nw,US,Rochester,MN,+1 507-282-9190,55901,1971,44.062226,-92.474733,2022-02-23 00:00:00,2022-05-03 08:50:05,2022-05-03 13:36:16,46292,ENTERPRISE
305,104290,Owatonna,E11949,CITY,1176 E Frontage Rd,US,Owatonna,MN,+1 507-455-1023,55060,1949,44.095424,-93.23956,2022-02-23 00:00:00,2022-05-03 08:50:05,2022-05-03 13:36:22,46292,ENTERPRISE
306,104291,Mankato,E11973,CITY,111 Star St Ste 107,US,Mankato,MN,+1 507-388-8865,56001,1973,44.167108,-93.960463,2022-02-23 00:00:00,2022-05-03 08:50:05,2022-05-03 13:36:24,46292,ENTERPRISE
307,104292,Marshall Southwest Minnesota Reg. Airport,E11976,AIRPORT,1650 W College Dr,US,Marshall,MN,+1 507-532-3723,56258,1976,44.443189,-95.823753,2022-04-26 00:00:00,2022-05-03 08:50:05,2022-05-03 13:36:37,46292,ENTERPRISE
308,104293,Rapid City,E16353,CITY,1254 E North St,US,Rapid City,SD,+1 605-399-9939,57701,6353,44.088062,-103.190734,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:37:20,46292,ENTERPRISE
309,104294,Rapid City Regional Airport,RAPT61,AIRPORT,4550 Terminal Rd,US,Rapid City,SD,+1 833-445-1502,57703,6304,44.037616,-103.060438,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:37:20,46292,ENTERPRISE
310,104295,Gillette Offsite Servicing GCC,E16314,AIRPORT,603 E 2nd St,US,Gillette,WY,+1 307-686-5655,82716,6314,44.293141,-105.496598,2022-01-19 00:00:00,2022-05-03 08:50:05,2022-05-03 13:37:35,46292,ENTERPRISE
311,104296,Ontario,E14732,CITY,1222 Sw 4th Ave,US,Ontario,OR,+1 541-889-1098,97914,4732,44.024662,-116.982433,2022-02-11 00:00:00,2022-05-03 08:50:05,2022-05-03 13:41:44,46292,ENTERPRISE
312,104297,RDM Exotics,RDMC61,AIRPORT,2522 Se Jesse Butler Circle,US,Redmond,OR,+1 541-504-7199,97756,46ER,44.2515,-121.1506,2021-03-02 00:00:00,2022-05-03 08:50:05,2022-05-03 13:41:58,46292,ENTERPRISE
313,104298,Redmond Municipal Airport,RDMT61,AIRPORT,2522 Se Jessie Butler Cir,US,Redmond,OR,+1 833-827-6502,97756,46E4,44.253115,-121.16073,2022-01-09 00:00:00,2022-05-03 08:50:05,2022-05-03 13:41:58,46292,ENTERPRISE
314,104299,Redmond,E1467R,CITY,3113 S Hwy 97,US,Redmond,OR,+1 541-699-3134,97756,467R,44.248,-121.1885,2021-10-29 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:00,46292,ENTERPRISE
315,104300,Bend,E14615,RAIL,2301 Ne Division St,US,Bend,OR,+1 541-383-1717,97701,4615,44.122099,-121.244087,2021-10-29 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:00,46292,ENTERPRISE
316,104301,Eugene Airport,EUGT61,AIRPORT,28801 Douglas Dr,US,Eugene,OR,+1 833-827-6501,97402,46E2,44.119,-123.2123,2022-03-24 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:07,46292,ENTERPRISE
317,104302,Eugene W. 6th Ave.,E14613,RAIL,810 W 6th Ave,US,Eugene,OR,+1 541-344-2020,97402,4613,44.052866,-123.10519,2021-10-14 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:07,46292,ENTERPRISE
318,104303,Springfield,E14624,CITY,4396 Main St,US,Springfield,OR,+1 541-741-4100,97478,4624,44.046029,-122.958601,2022-03-09 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:07,46292,ENTERPRISE
319,104304,Eugene Garfield St.,E14651,CITY,980 Garfield,US,Eugene,OR,+1 541-338-9800,97402,4651,44.049074,-123.123314,2021-10-14 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:07,46292,ENTERPRISE
320,104305,Brunswick,E11086,CITY,166 Pleasant St,US,Brunswick,ME,+1 207-725-1344,4011,1086,43.912383,-69.98771,2022-03-10 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:26,46292,ENTERPRISE
321,104306,Windham,E110N7,CITY,665 Roosevelt Trl,US,Windham,ME,+1 207-892-4482,4062,10N7,43.826628,-70.434391,2022-03-10 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:27,46292,ENTERPRISE
322,104307,Downtown Portland,E11087,RAIL,1 Marginal Way,US,Portland,ME,+1 207-772-0030,4101,1087,43.660203,-70.268031,2022-03-16 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:27,46292,ENTERPRISE
323,104308,Westbook,E11080,CITY,140 Larrabee Rd,US,Westbrook,ME,+1 207-854-0560,4092,1080,43.678764,-70.334094,2022-03-10 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:27,46292,ENTERPRISE
324,104309,Portland International Jetport,PWMT61,AIRPORT,1001 Westbrook St,US,Portland,ME,+1 844-996-0644,4102,10EP,43.651301,-70.309724,2022-01-29 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:27,46292,ENTERPRISE
325,104310,South Portland,E110H1,CITY,434 Western Ave,US,South Portland,ME,+1 207-822-9990,4106,10H1,43.641999,-70.328834,2022-04-12 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:27,46292,ENTERPRISE
326,104311,Saco,E11084,CITY,869 Portland Rd,US,Saco,ME,+1 207-284-2004,4072,1084,43.539772,-70.41864,2022-02-04 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:29,46292,ENTERPRISE
327,104312,Arundel,E110H7,CITY,640a Elm St,US,Biddeford,ME,+1 207-985-7493,4005,10H7,43.46304,-70.490928,2022-03-11 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:29,46292,ENTERPRISE
328,104313,Wolfeboro AutoCare Plus,E110DE,CITY,635 Center St,US,Wolfeboro,NH,+1 603-332-5667,3894,10DE,43.59242,-71.202414,2021-10-05 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:31,46292,ENTERPRISE
329,104314,Plymouth,E110P9,CITY,1a Foster St Ste 2,US,Plymouth,NH,+1 603-536-1080,3264,10P9,43.7195,-71.62,2022-05-02 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:31,46292,ENTERPRISE
330,104315,Laconia,E11065,CITY,51 Bisson Avenue,US,Laconia,NH,+1 603-528-5070,3246,1065,43.535803,-71.466101,2022-04-25 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:32,46292,ENTERPRISE
331,104316,White River Junction,E124IJ,CITY,60 Jasmin Lane,US,White River Junction,VT,+1 802-280-9953,5001,24IJ,43.648135,-72.334919,2022-01-24 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:33,46292,ENTERPRISE
332,104317,Dartmouth-Hanover,E110ET,CITY,1 Glen Rd,US,West Lebanon,NH,+1 603-643-1263,3784,10ET,43.6352,-72.3159,2022-03-23 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:33,46292,ENTERPRISE
333,104318,Lebanon Municipal Airport Offsite,E110EU,AIRPORT,1 Glen Rd,US,West Lebanon,NH,+1 603-298-0218,3784,10EU,43.634665,-72.316606,2022-04-22 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:33,46292,ENTERPRISE
334,104319,Lebanon Municipal Airport Offsite,E11068,CITY,1 Glen Rd,US,West Lebanon,NH,+1 603-298-0218,3784,1068,43.634633,-72.316743,2022-04-19 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:33,46292,ENTERPRISE
335,104320,Rutland,E124HD,CITY,131 S Main St,US,Rutland,VT,+1 802-773-0855,5701,24HD,43.599818,-72.970868,2022-04-26 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:35,46292,ENTERPRISE
336,104321,Watertown International Airport,E129Y8,AIRPORT,18943 Us Route 11,US,Watertown,NY,+1 315-782-0100,13601,29Y8,43.940901,-75.920024,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:43,46292,ENTERPRISE
337,104322,Watertown,E12968,CITY,18941 Us-11,US,Watertown,NY,+1 315-782-0100,13601,2968,43.9414,-75.9212,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:42:43,46292,ENTERPRISE
338,104323,Bay City,E120V6,CITY,3801 East Wilder,US,Bay City,MI,+1 989-684-1191,48706,20V6,43.623806,-83.902699,2021-10-07 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:17,46292,ENTERPRISE
339,104324,Midland,E120V7,CITY,2000 Washington St,US,Midland,MI,+1 989-631-1477,48640,20V7,43.615964,-84.217087,2021-10-07 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:20,46292,ENTERPRISE
340,104325,Saginaw MBS International Airport,MBST61,AIRPORT,9200 Garfield Rd,US,Freeland,MI,+1 989-695-8800,48623,204Y,43.531249,-84.095175,2021-12-02 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:20,46292,ENTERPRISE
341,104326,Mount Pleasant,E120V8,CITY,4585 E Pickard St,US,Mount Pleasant,MI,+1 989-772-6108,48858,20V8,43.611889,-84.756719,2022-01-13 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:24,46292,ENTERPRISE
342,104327,Big Rapids,E120Z6,CITY,14257 Northland Dr,US,Big Rapids,MI,+1 231-796-2776,49307,20Z6,43.673651,-85.483422,2021-10-07 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:27,46292,ENTERPRISE
343,104328,Sheboygan,E14481,CITY,3060 S Business Dr,US,Sheboygan,WI,+1 920-458-1414,53081,4481,43.724218,-87.735633,2022-01-14 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:33,46292,ENTERPRISE
344,104329,Fond Du Lac,E14472,CITY,N6663 Rolling Meadows Dr St C,US,Fond Du Lac,WI,+1 920-924-9999,54937,4472,43.78336,-88.485219,2020-12-29 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:35,46292,ENTERPRISE
345,104330,La Crosse Airport In Terminal,LSET61,AIRPORT,2850 Airport Dr,US,La Crosse,WI,+1 608-781-5094,54603,44V8,43.869,-91.2635,2022-04-19 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:43,46292,ENTERPRISE
346,104331,La Crosse,E14447,CITY,227 3rd St South,US,La Crosse,WI,+1 608-785-7400,54601,4447,43.81167,-91.253357,2020-11-25 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:43,46292,ENTERPRISE
347,104332,Rochester Minnesota Intl. Airport,RSTT61,AIRPORT,7701 Helgerson Drive Sw,US,Rochester,MN,+1 844-378-0637,55902,19VS,43.912885,-92.489711,2022-03-11 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:45,46292,ENTERPRISE
348,104333,Sioux Falls Regional Airport,FSDT61,AIRPORT,2801 N Jaycee Ln,US,Sioux Falls,SD,+1 833-516-2250,57104,62E8,43.580201,-96.730981,2021-12-22 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:55,46292,ENTERPRISE
349,104334,Sioux Falls W 12th St.,E16285,CITY,1901 W 12th St,US,Sioux Falls,SD,+1 605-977-6100,57104,6285,43.5433,-96.7517,2022-04-19 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:55,46292,ENTERPRISE
350,104335,Sioux Falls 41st St.,E16283,CITY,319 W 41st St,US,Sioux Falls,SD,+1 605-323-1173,57105,6283,43.514732,-96.729489,2022-04-19 00:00:00,2022-05-03 08:50:05,2022-05-03 13:44:55,46292,ENTERPRISE
351,104336,Jackson Hole Airport,JACT61,AIRPORT,1250 E Airport Rd,US,Jackson,WY,+1 844-934-1077,83001,47A7,43.603297,-110.736409,2021-09-07 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:40,46292,ENTERPRISE
352,104337,Rexburg,E14723,CITY,208 W 1st N,US,Rexburg,ID,+1 208-356-8889,83440,4723,43.828345,-111.789917,2020-12-07 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:42,46292,ENTERPRISE
353,104338,Idaho Falls Regional Airport,IDAT61,AIRPORT,2140 N Skyline Dr,US,Idaho Falls,ID,+1 208-552-3090,83402,47EF,43.512197,-112.066099,2022-01-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:43,46292,ENTERPRISE
354,104339,Idaho Falls,E14721,CITY,898 Northgate Mile,US,Idaho Falls,ID,+1 208-523-8111,83401,4721,43.503916,-112.026106,2022-02-18 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:43,46292,ENTERPRISE
355,104340,Hailey Friedman Memorial Airport,SUNT61,AIRPORT,1610 Airport Way,US,Hailey,ID,+1 208-578-1156,83333,47EH,43.508683,-114.304751,2021-10-19 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:48,46292,ENTERPRISE
356,104341,Garden City,E14739,CITY,4960 W Chinden Blvd,US,Garden City,ID,+1 208-488-3194,83714,4739,43.641673,-116.265829,2022-02-18 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:52,46292,ENTERPRISE
357,104342,Downtown Boise,E14730,CITY,2618 W Fairview Ave,US,Boise,ID,+1 208-336-8777,83702,4730,43.620705,-116.223116,2022-02-18 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:52,46292,ENTERPRISE
358,104343,Boise W. Fairview Ave.,E14735,CITY,9213 W Fairview Ave,US,Boise,ID,+1 208-321-7936,83704,4735,43.619391,-116.296764,2022-03-15 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:52,46292,ENTERPRISE
359,104344,Boise Larry Miller Dealerships,E14764,CITY,222 S Auto Dr,US,Boise,ID,+1 208-672-0585,83709,4764,43.602646,-116.275587,2022-02-18 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:52,46292,ENTERPRISE
360,104345,Boise Airport,BOIT61,AIRPORT,3201 Airport Way Suite 210,US,Boise,ID,+1 833-636-0787,83705,47A2,43.570846,-116.221099,2020-09-22 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:52,46292,ENTERPRISE
361,104346,Meridian,E14736,CITY,1088 E Fairview Ave,US,Meridian,ID,+1 208-855-5964,83642,4736,43.619607,-116.380645,2022-02-18 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:52,46292,ENTERPRISE
362,104347,Caldwell,E14767,CITY,6118 Cleveland Blvd,US,Caldwell,ID,+1 208-455-3431,83607,4767,43.625672,-116.632857,2022-02-18 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:52,46292,ENTERPRISE
363,104348,Nampa,E14731,CITY,1731 Garrity Blvd,US,Nampa,ID,+1 208-463-1222,83687,4731,43.586569,-116.543588,2022-02-18 00:00:00,2022-05-03 08:50:05,2022-05-03 13:45:53,46292,ENTERPRISE
364,104349,Sanford,E110N1,CITY,643 Main St,US,Springvale,ME,+1 207-324-8122,4083,10N1,43.454076,-70.789475,2022-03-10 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:15,46292,ENTERPRISE
365,104350,Dover,E11070,CITY,157 Route 108,US,Somersworth,NH,+1 603-834-6451,3878,1070,43.244311,-70.898761,2022-04-01 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:15,46292,ENTERPRISE
366,104351,Rochester,E11075,CITY,47 Farmington Rd,US,Rochester,NH,+1 603-332-5667,3867,1075,43.322684,-70.999133,2022-02-04 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:15,46292,ENTERPRISE
367,104352,Pease Airport,PSMT61,AIRPORT,42 Airline Ave,US,Portsmouth,NH,+1 603-431-4707,3801,10DV,43.083491,-70.817278,2022-02-16 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:15,46292,ENTERPRISE
368,104353,Portsmouth Mirona Rd.,E110DK,CITY,155 Mirona Rd,US,Portsmouth,NH,+1 603-431-4707,3801,10DK,43.049179,-70.773638,2022-04-01 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:15,46292,ENTERPRISE
369,104354,Tilton Nucar Automall,E110DF,CITY,40 E Main St,US,Tilton,NH,+1 603-286-7342,3276,10DF,43.451898,-71.57333,2022-04-26 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:16,46292,ENTERPRISE
370,104355,Concord,E11062,CITY,28 Manchester Street,US,Concord,NH,+1 603-224-2122,3301,1062,43.192856,-71.522745,2022-03-10 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:16,46292,ENTERPRISE
371,104356,Exeter,E11066,CITY,155 Portsmouth Ave,US,Exeter,NH,+1 603-772-4448,3833,1066,42.990701,-70.928306,2022-04-01 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:16,46292,ENTERPRISE
372,104357,Manchester Hooksett,E110P7,CITY,1093 Hooksett Rd,US,Hooksett,NH,+1 603-668-1701,3106,10P7,43.028374,-71.438784,2022-03-24 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:17,46292,ENTERPRISE
373,104358,Claremont,E110P6,CITY,197 Nh-10,US,Croydon,NH,+1 603-543-5916,3773,10P6,43.4168,-72.1822,2022-05-02 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:17,46292,ENTERPRISE
374,104359,Queensbury,E124C5,CITY,676 Upper Glen St.,US,Queensbury,NY,+1 518-745-5020,12804,24C5,43.326462,-73.665245,2022-04-26 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:21,46292,ENTERPRISE
375,104360,Saratoga Springs,E124H2,CITY,2202 Route 50 S,US,Saratoga Springs,NY,+1 518-587-0687,12866,24H2,43.037268,-73.825115,2022-04-26 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:23,46292,ENTERPRISE
376,104361,Amsterdam,E124HF,CITY,4706 State Highway 30,US,Amsterdam,NY,+1 518-843-8535,12010,24HF,42.981449,-74.188718,2022-04-26 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:25,46292,ENTERPRISE
377,104362,Utica,E12963,CITY,321 Main St,US,Utica,NY,+1 315-736-0002,13501,2963,43.1042,-75.2232,2022-03-15 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:28,46292,ENTERPRISE
378,104363,Rome,E12970,CITY,706 Erie Blvd West,US,Rome,NY,+1 315-337-6000,13440,2970,43.215587,-75.471898,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:28,46292,ENTERPRISE
379,104364,Herkimer,E12985,CITY,123 E Albany St,US,Herkimer,NY,+1 315-866-2516,13350,2985,43.025842,-74.985312,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:28,46292,ENTERPRISE
380,104365,Oneida,E12973,CITY,245 Genesee St,US,Oneida,NY,+1 315-363-5753,13421,2973,43.078606,-75.648552,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:29,46292,ENTERPRISE
381,104366,Cicero,E12986,CITY,8072 Brewerton Rd,US,Cicero,NY,+1 315-458-0694,13039,2986,43.1615,-76.1161,2022-04-12 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:30,46292,ENTERPRISE
382,104367,Oswego,E129Y1,CITY,174 E Bridge St,US,Oswego,NY,+1 315-207-0108,13126,29Y1,43.460273,-76.49832,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:30,46292,ENTERPRISE
383,104368,Clay,E12976,CITY,8395 Oswego Rd,US,Liverpool,NY,+1 315-652-2103,13090,2976,43.173339,-76.247617,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:30,46292,ENTERPRISE
384,104369,Syracuse Hancock International Airport,SYRT61,AIRPORT,1000 Col Eileen Collins Blvd,US,Syracuse,NY,+1 833-813-5267,13212,29ES,43.113568,-76.118148,2020-08-28 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:30,46292,ENTERPRISE
385,104370,North Syracuse,E12961,CITY,3605 Brewerton Road,US,North Syracuse,NY,+1 315-454-3000,13212,2961,43.114027,-76.14608,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:30,46292,ENTERPRISE
386,104371,East Syracuse,E12962,CITY,6716 Manlius Center Rd.,US,East Syracuse,NY,+1 315-437-2666,13057,2962,43.063224,-76.055711,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:30,46292,ENTERPRISE
387,104372,Syracuse,E12960,CITY,523 W Genesee St,US,Syracuse,NY,+1 315-423-0022,13204,2960,43.0529,-76.1596,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:30,46292,ENTERPRISE
388,104373,Camillus,E129YC,CITY,3696 Milton Ave,US,Camillus,NY,+1 315-424-3043,13031,29YC,43.0523,-76.2603,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:30,46292,ENTERPRISE
389,104374,Newark,E12926,CITY,833 W Union St,US,Newark,NY,+1 315-331-1122,14513,2926,43.047759,-77.114752,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:33,46292,ENTERPRISE
390,104375,Webster,E12902,CITY,2225 Empire Blvd,US,Webster,NY,+1 585-787-9010,14580,2902,43.2028,-77.4959,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:33,46292,ENTERPRISE
391,104376,Irondequoit,E12911,CITY,1795 Ridge Rd E,US,Rochester,NY,+1 585-467-7700,14622,2911,43.201128,-77.569509,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:33,46292,ENTERPRISE
392,104377,East Rochester,E12903,CITY,763 Linden Ave,US,Rochester,NY,+1 585-264-9990,14625,2903,43.121264,-77.505682,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:33,46292,ENTERPRISE
393,104378,Greece,E12904,CITY,3012 Ridge Rd W,US,Greece,NY,+1 585-723-6090,14626,2904,43.210918,-77.709034,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:34,46292,ENTERPRISE
394,104379,Downtown Rochester,E12908,CITY,568 East Main Street,US,Rochester,NY,+1 585-423-2220,14604,2908,43.159271,-77.597133,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:34,46292,ENTERPRISE
395,104380,Rochester Gates,E12907,CITY,248 Buell Rd,US,Rochester,NY,+1 585-235-6700,14624,2907,43.135119,-77.665827,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:34,46292,ENTERPRISE
396,104381,Rochester New York Intl. Airport,ROCT61,AIRPORT,1200 Brooks Ave Roch. Airport,US,Rochester,NY,+1 833-813-5265,14624,29ER,43.130787,-77.668394,2020-06-17 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:34,46292,ENTERPRISE
397,104382,Brockport,E12915,CITY,4776 Lake Rd S,US,Brockport,NY,+1 585-637-0260,14420,2915,43.198977,-77.943394,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:34,46292,ENTERPRISE
398,104383,Rochester W. Henrietta Rd.,E12901,CITY,4111 W Henrietta Rd,US,Rochester,NY,+1 585-359-3500,14623,2901,43.070394,-77.645966,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:34,46292,ENTERPRISE
399,104384,Victor,E12914,CITY,7387 Victor-Pittsford Rd.,US,Victor,NY,+1 585-924-5540,14564,2914,42.999716,-77.436575,2022-02-10 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:34,46292,ENTERPRISE
400,104385,Batavia,E12905,CITY,226 West Main,US,Batavia,NY,+1 585-344-3100,14020,2905,43.000958,-78.193891,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:56,46292,ENTERPRISE
401,104386,Lockport,E12936,CITY,6059 S Transit Rd,US,Lockport,NY,+1 716-625-4400,14094,2936,43.1292,-78.6957,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:58,46292,ENTERPRISE
402,104387,Niagara Falls International Airport,IAGT61,AIRPORT,2035 Niagara Falls Blvd,US,Niagara Falls,NY,+1 716-260-8863,14304,29XD,43.099631,-78.939383,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:58,46292,ENTERPRISE
403,104388,East Amherst,E12945,CITY,5817 Transit Rd,US,East Amherst,NY,+1 716-636-8400,14051,2945,43.006211,-78.696744,2021-10-06 00:00:00,2022-05-03 08:50:05,2022-05-03 13:47:58,46292,ENTERPRISE
